Image_name,compression_ratio,aspect ratio,edge count,Avg edge length,SNR,Entropy of noise,Entropy of LBP,Entropy of color histogram,Entropy of HOG,Mean1,Mean2,Mean3,Variance1,Variance2,Variance3,Skew1,Skew2,Skew3,kurtosis1,kurtosis2,kurtosis3
05D89BDjGS.jpg,134.1419391285926,1.2099322799097065,21702,2001.45027125,4.177918334478914,12.5507467854,1.91429124435,2.37469484175,4.18301601853,0.01,0.01,0.01,0.0040821879255,0.00517040729704,0.00402804950816,9.60855865479,9.76100826263,9.37781524658,91.7677,93.8435,88.3686
0nf2Sd2Za7.jpg,131.07203983195893,1.1217948717948718,23671,1732.52152698,4.271152836329171,12.5507467854,1.95465332345,2.82920378637,3.80174949994,0.01,0.01,0.01,0.00348323165581,0.00478346407097,0.00353775655166,9.51914596558,9.73921585083,9.17982387543,90.5559,93.546,85.3659
0ti7JlPSn5.jpg,174.69319412981386,1.7944250871080138,7928,1258.02115744,6.101478317403941,-0.0,1.97353371717,1.69006948931,3.62904466514,0.01,0.01,0.01,0.00706126184979,0.00716109792516,0.00758561639978,9.83271598816,9.83278465271,9.83781337738,94.7919,94.7928,94.859
0uS3tts9xP.jpg,185.9337673365412,1.7887788778877889,7935,1205.85518474,6.462125199418786,-0.0,1.88711813031,1.62889208915,3.35758169299,0.01,0.01,0.01,0.00718631017399,0.00732889390626,0.00774337140579,9.83269119263,9.83443450928,9.83907794952,94.7915,94.8145,94.8755
0VR9N4.jpg,82.52653941908714,2.9308510638297873,12749,1364.81738035,0.30897031381464357,0,1.28782307401,0.0456223603223,4.40887437936,0.01,0.01,0.01,0.00594381646662,0.00594381646662,0.00594381646662,9.69242763519,9.69242763519,9.69242763519,92.9129,92.9129,92.9129
182XFG.jpg,170.88800834202294,1.7329974811083124,18936,1773.29416085,0.19093985493956586,12.5507467854,0.981153254596,0.744047396066,4.45245836237,0.01,0.01,0.01,0.00749717913914,0.00773419384525,0.00783060614683,9.81595897675,9.81204414368,9.81722545624,94.5695,94.517,94.5859
1k05FilsPQ.jpg,124.7060163759345,1.1464530892448512,21507,1871.76962457,4.003070069505996,12.5507467854,1.9167950619,2.41870075204,3.98281748789,0.01,0.01,0.01,0.00372083170967,0.00480149318471,0.00367745605769,9.54162788391,9.72857952118,9.2507648468,90.848,93.4078,86.5034
1LU5LAfMhy.jpg,192.8827642111663,1.8862068965517242,8114,1227.9347181,6.3189395498111205,-0.0,1.937407929,1.74180566737,3.91604840435,0.01,0.01,0.01,0.00712616651176,0.00727423505006,0.00758595945841,9.82974147797,9.83253097534,9.83769512177,94.7523,94.7894,94.8575
1s5cNQm8Ig.jpg,158.68280103154137,1.9128787878787878,8082,1203.80257009,5.791897991462925,-0.0,2.12284787763,1.64827769521,3.98108434781,0.01,0.01,0.01,0.00675354143847,0.00688534371209,0.00728068059234,9.8273897171,9.82805728912,9.8338394165,94.7218,94.7306,94.8068
1Ziip23pLK.jpg,156.2163695926948,1.1771058315334773,15853,1116.4084507,5.418248671354335,12.5507467854,2.17975018133,2.76508894681,4.14250667797,0.01,0.01,0.01,0.00404321311183,0.00562799008285,0.00418863116832,9.51761722565,9.75852680206,9.11126232147,90.5191,93.8011,84.2379
21HlnMZdf4.jpg,121.31358869334294,1.2318501170960188,23684,1758.20087336,3.958447727475717,12.5507467854,2.07428516149,2.865761213,4.2290444872,0.01,0.01,0.01,0.00300126462894,0.00425772474703,0.00309405286982,9.42660522461,9.69741344452,9.01052761078,89.2973,92.9869,82.8382
23JCDM8.jpg,82.71182458888019,2.8952879581151834,12795,1353.26627955,0.30691556566259093,0,1.29952720813,0.0456223603223,4.32954105035,0.01,0.01,0.01,0.00589088634458,0.00589088634458,0.00589088634458,9.68375301361,9.68375301361,9.68375301361,92.7959,92.7959,92.7959
2CRYMUxKJa.jpg,180.92535573461342,1.2345971563981042,14303,2053.6402027,6.712252325524373,12.5507467854,1.65853328647,1.37155887459,3.89816011911,0.01,0.01,0.01,0.00531332332112,0.00685733266773,0.00617322643113,9.55108356476,9.7661895752,9.69887065887,90.8961,93.8945,92.97
2Trb4akgIN.jpg,182.09612462006078,1.8865979381443299,7827,1198.01020408,6.352571360350227,-0.0,1.91145279161,1.75581684155,3.41564045133,0.01,0.01,0.01,0.00705627227298,0.00715487481911,0.00757800736169,9.82832622528,9.8300037384,9.83656692505,94.7338,94.7561,94.8426
30ssAC8a9d.jpg,132.65540476416436,1.0774193548387097,21759,1880.86271186,4.135588639657416,12.5507467854,1.91013936528,2.32448987688,4.35347945301,0.01,0.01,0.01,0.00377700166586,0.00512699622891,0.00384192480089,9.50724029541,9.75256824493,9.29728221893,90.3289,93.7287,87.1751
31HV90G6.jpg,88.30272517621074,2.748768472906404,12795,1353.26627955,0.2954905095782653,0,1.2423650184,0.0456223603223,4.13374205868,0.01,0.01,0.01,0.0061226068983,0.0061226068983,0.0061226068983,9.7097864151,9.7097864151,9.7097864151,93.1478,93.1478,93.1478
32FQXG.jpg,181.46530559503813,1.6987951807228916,18742,1730.9706628,0.1846588465944998,12.5507467854,1.02508306118,0.797637664319,4.28781309394,0.01,0.01,0.01,0.00754467299168,0.00786373078245,0.00794965249662,9.81457996368,9.81625175476,9.82070350647,94.5508,94.5729,94.6321
34e14exJT8.jpg,71.93909618742133,0.882640586797066,26375,1925.45805898,3.34597417807794,12.5507467854,2.20057140498,2.04001954511,4.96110621796,0.01,0.01,0.01,0.00104080255963,0.00225732977353,0.00131213533954,5.29399394989,8.77638149261,6.14421987534,28.703,79.9577,39.4156
3dZWE0FjvG.jpg,79.5031055900621,1.1363636363636365,21618,1510.71252398,4.4391429751135,12.5507467854,2.93396455939,3.46324950635,5.17413582443,0.01,0.01,0.01,0.00314421456963,0.0034918218546,0.00357170894132,9.36064624786,9.47878646851,9.56099033356,88.3234,89.9697,91.1351
3e5VQKygiz.jpg,188.46327845382964,1.745928338762215,7859,1244.7484472,6.466847083398206,-0.0,1.87462925341,1.70004882008,3.71746877147,0.01,0.01,0.01,0.00712605652145,0.00722170719817,0.00765902612345,9.82970905304,9.83072376251,9.83749294281,94.7521,94.7655,94.8548
42i5nQdwJe.jpg,183.40209723546235,1.8053691275167785,7827,1198.01020408,6.3640120601594585,-0.0,1.90610592112,1.75581684155,3.67658689372,0.01,0.01,0.01,0.0070657057515,0.00716402834019,0.00758592798573,9.82849979401,9.83016204834,9.83667087555,94.7361,94.7582,94.844
482qux1.jpg,61.73752754958926,0.5764023210831721,18858,1410.61601643,3.467883619429657,12.1922928145,2.11026594446,1.69319053721,4.94132541203,0.01,0.01,0.01,0.000567799257777,0.000264507443947,0.000220692132803,6.37476682663,1.62881100178,1.62383496761,50.2701,1.54469,1.99197
4Eg4s6AtLj.jpg,128.80698822635776,1.855072463768116,10921,1227.34905245,5.229711448174137,-0.0,2.39536262431,2.53484409207,4.35457198294,0.01,0.01,0.01,0.00559360368817,0.00578128576786,0.00593701309476,9.78698825836,9.79357910156,9.80661010742,94.1847,94.2719,94.4476
4g5H7SrjjI.jpg,174.83911180366186,1.9927007299270072,8139,1212.29264019,6.143668493917224,-0.0,1.95538622111,1.6871719042,3.81255790436,0.01,0.01,0.01,0.00712124045078,0.00722468469529,0.00761454481907,9.8341588974,9.83391571045,9.83868789673,94.8109,94.8077,94.8705
4VUoeijysq.jpg,185.4675044178284,1.859106529209622,7927,1269.71419598,6.31505513912992,-0.0,1.88536670729,1.64902657999,3.69466484248,0.01,0.01,0.01,0.00723303123725,0.0073302191808,0.00774324224884,9.83535194397,9.83576774597,9.83964729309,94.8266,94.832,94.883
50WgVqGONr.jpg,139.4890136022068,1.2286995515695067,20074,1418.36242727,4.3794585306629426,12.5507467854,2.03590468133,2.80803051204,4.06916456489,0.01,0.01,0.01,0.00380711528236,0.00492224172288,0.00390758834132,9.62347602844,9.76324558258,9.32960224152,91.9718,93.8705,87.5999
53FXhSIXZo.jpg,110.06044234340706,1.1643518518518519,24544,1902.34650456,3.8194508728371726,12.5507467854,2.06042337509,2.89318404048,4.46519554618,0.01,0.01,0.01,0.00261551295041,0.00395958017152,0.00269847498874,9.26864242554,9.67016029358,8.67611312866,87.1217,92.6253,77.673
5gGg3rEU3u.jpg,72.21089277100853,0.8833746898263027,25465,1794.30091185,3.444112169745687,12.5507467854,2.28942824675,2.08747270902,5.08781963812,0.01,0.01,0.01,0.00107613912482,0.00233324980495,0.00126659658805,5.46655511856,8.93634319305,6.21641254425,32.0246,82.0775,40.3431
5I1PsZ2OwO.jpg,108.34596273291926,1.5921450151057401,15610,1350.71258907,4.946403176606903,12.5507467854,2.19139903973,2.32938274395,4.95742279611,0.01,0.01,0.01,0.00277586489045,0.00454745725998,0.0030055015156,8.52809810638,9.55398178101,8.34202289581,76.1761,90.9665,72.6144
5oVH4US6Gb.jpg,135.5362542499578,1.141280353200883,21569,1870.78061224,4.149847292517502,12.5507467854,1.91060915653,2.52533368253,4.20002377726,0.01,0.01,0.01,0.00408032701608,0.00515327736076,0.00411341824813,9.61213302612,9.75453472137,9.41853237152,91.8037,93.7517,88.9627
6G6Vx4rm6j.jpg,129.75116822429908,1.152619589977221,21461,1782.59120521,4.037704409038709,12.5507467854,1.93788678656,2.42805555593,4.49381190299,0.01,0.01,0.01,0.00374444731429,0.00491276563274,0.00374579063179,9.53469181061,9.73187637329,9.30293655396,90.725,93.447,87.2892
6IZZ1R.jpg,99.44221859706361,2.442982456140351,12714,1389.65709387,0.2758951946029193,0,1.1424527099,0.0456223603223,4.65630956003,0.01,0.01,0.01,0.00653090616839,0.00653090616839,0.00653090616839,9.74745178223,9.74745178223,9.74745178223,93.6546,93.6546,93.6546
6ouAmNXAM2.jpg,147.8750997605746,1.22,19815,1460.35404624,4.568206120548541,12.5507467854,1.89088698986,2.93263110502,3.96838437131,0.01,0.01,0.01,0.00444357232129,0.00540144526137,0.00437529062437,9.71992492676,9.79019260406,9.53270721436,93.2852,94.2295,90.5935
6vooC40hjp.jpg,137.21519225788222,1.1832229580573952,21621,1897.88468158,4.224568638058556,12.5507467854,1.91273984404,2.34980381304,4.48447214621,0.01,0.01,0.01,0.00407897759658,0.00519600982315,0.00407025036582,9.57684135437,9.74810504913,9.39927864075,91.3172,93.6647,88.71
7LPPr6mBXx.jpg,125.33796036071263,1.1886792452830188,21602,1908.7006237,3.95485145320769,12.5507467854,1.93087811392,2.50701126272,3.94696890647,0.01,0.01,0.01,0.00365100899863,0.0048084492393,0.00372015091112,9.53050136566,9.73092365265,9.29992389679,90.6769,93.435,87.2375
7ovna98A6u.jpg,150.8089097303634,1.7866666666666666,11247,1198.99038462,5.583702030639263,-0.0,2.2216818506,2.51893726451,4.33860039599,0.01,0.01,0.01,0.00624474002898,0.00638810461336,0.00656441883309,9.81527042389,9.81825065613,9.82641887665,94.5611,94.6004,94.7093
7WX2A6TH5U.jpg,140.74301933480507,1.2152466367713004,20335,1444.81053218,4.411569498015306,12.5507467854,2.02055980623,2.88243584072,3.88583576278,0.01,0.01,0.01,0.00375269453766,0.00489044016263,0.00379308849613,9.58815956116,9.76430606842,9.2949848175,91.4843,93.8837,87.0738
8AewOOmme9.jpg,127.89873417721519,1.2066508313539193,21787,1848.81364393,3.9583315111036064,12.5507467854,1.91280963452,2.36383255681,4.12755901947,0.01,0.01,0.01,0.00375193299389,0.00484847501827,0.0037820295669,9.54474067688,9.72546005249,9.34188461304,90.8551,93.3574,87.8577
8BrqewdeSW.jpg,138.73778711618357,1.2448979591836735,20257,1449.36447811,4.419182535776441,12.5507467854,2.02060813881,2.7915598799,4.17785340911,0.01,0.01,0.01,0.00380509902523,0.00489162752483,0.00390172203195,9.61127948761,9.7599439621,9.31758117676,91.8045,93.825,87.4101
8S77Mbsc8a.jpg,132.53060401331047,1.2014051522248244,19695,1375.19852136,4.290240122522807,12.5507467854,1.95182258367,2.93060360989,3.79077630163,0.01,0.01,0.01,0.00361147404315,0.00483212196303,0.00364809661584,9.58825588226,9.76116943359,9.29401397705,91.4981,93.8435,87.0895
91V2OH.jpg,82.22118446189769,2.182170542635659,18744,1453.68613139,0.3108054053946303,11.4512111118,1.29840400619,0.0456223603223,4.88117743032,0.01,0.01,0.01,0.0058640176901,0.0058640176901,0.0058640176901,9.68308639526,9.68308639526,9.68308639526,92.787,92.787,92.787
9cbBSUETMV.jpg,125.76931407942239,1.10239651416122,23683,1724.98286204,4.145712604343202,12.5507467854,1.97244416159,2.88554599451,3.87434097219,0.01,0.01,0.01,0.0033420049692,0.00459817138823,0.00338730636514,9.49917888641,9.72584056854,9.12649440765,90.2814,93.3654,84.5702
9dHR143ThX.jpg,191.55275749181567,1.7725752508361203,8057,1261.99938575,6.320139523689652,-0.0,1.93925119815,1.74436104296,3.43460535982,0.01,0.01,0.01,0.00709021312911,0.0072357631952,0.00754621156162,9.82828617096,9.83179664612,9.83699703217,94.7331,94.7797,94.8483
9LPSEZpPVv.jpg,145.3068844807468,1.2627906976744185,21364,1796.18199802,4.140967540315095,12.5507467854,1.89382398137,2.3669418319,3.70584954442,0.01,0.01,0.01,0.00410172764248,0.00528371349847,0.00414244645647,9.60806465149,9.76777362823,9.41208076477,91.7508,93.9331,88.8662
9yy1hEUoy9.jpg,72.70965619345287,0.8894348894348895,25531,1912.01321586,3.402534761032456,12.5507467854,2.14520560866,1.29256404843,4.9693597077,0.01,0.01,0.01,0.00138263966322,0.00242727778527,0.00149708323443,6.49802684784,9.07163047791,6.4421787262,44.7987,84.1729,42.441
aaas.jpg,133.0640542577242,1.1483870967741936,13387,1742.56508423,3.02522217913562,12.5507467854,3.14734020286,3.26436398351,4.88074720066,0.01,0.01,0.01,0.000475134810645,0.000753886761634,0.000879524342105,8.17393302917,7.80449438095,8.0195980072,71.8215,66.5696,69.2862
abigail.jpg,71.921562110511,1.6381322957198443,16372,1148.20132013,3.052463363641693,11.3987436919,2.60868108992,1.63067672614,4.78259121548,0.01,0.01,0.01,0.0040772565631,0.00439999448062,0.0047840461252,9.62840938568,9.64434337616,9.73465442657,92.0677,92.2767,93.4902
abstinent.jpg,137.24615848147033,2.2794520547945205,20357,826.203246857,5.207584394008734,12.5507467854,2.38503383534,1.91108234225,5.02192104732,0.01,0.01,0.01,0.00637496279335,0.00635006185921,0.00637311408701,9.79935359955,9.80360031128,9.79774093628,94.3497,94.4075,94.3282
accordingly.jpg,130.20635773231115,2.4086021505376345,20253,844.841321773,4.1742284101596905,12.5507467854,2.04544757527,0.182350011408,4.55645747859,0.01,0.01,0.01,0.00653019986877,0.0066504123264,0.00707308538939,9.78043937683,9.79621696472,9.81877231598,94.0935,94.3084,94.6085
ad-lib.jpg,97.3416526604195,1.3079019073569482,16379,839.695416164,4.014304800698282,12.5507467854,2.82035098475,2.29327804135,4.8062157824,0.01,0.01,0.01,0.00438690463706,0.00457388170156,0.00572120373263,9.54707241058,9.62790298462,9.7789144516,90.8612,92.0392,94.077
adhesion.jpg,107.88243007811768,1.4067796610169492,20546,829.254510921,4.565076773015449,12.5507467854,2.50279306864,2.40544578405,4.96892249924,0.01,0.01,0.01,0.00551426795209,0.00571318520365,0.00586489875832,9.76642036438,9.75654029846,9.78490257263,93.9078,93.7727,94.1592
admin.jpg,137.297074010327,1.0789473684210527,7508,1049.63815789,5.167044227389928,12.5507467854,2.18069255472,2.02465413724,4.5254684874,0.01,0.01,0.01,0.000947818880199,0.0024970716571,0.00141505095354,4.35850858688,6.93565320969,5.00874710083,20.6321,51.0718,25.3543
admixtureassist.JPG,198.79092720888298,1.0641975308641975,14780,1716.2568306,0.6521714063504777,12.5507467854,2.40030316742,1.54982051142,4.22880520422,0.01,0.01,0.01,0.00381728504987,0.00379682869814,0.0032731070056,9.44327640533,9.42841434479,9.26935482025,89.2059,88.9806,86.6612
adpcvwp.jpg,116.95289658906334,0.8148936170212766,18061,1574.54871795,3.8331829380673264,-0.0,2.3120535775,1.1403168361,5.00058087445,0.01,0.01,0.01,0.00300356864848,0.00358378233819,0.00350805467456,9.17123508453,9.4968957901,9.55698013306,85.8344,90.3001,91.128
adrian.jpg,65.52287381025484,1.6442307692307692,7722,930.141709967,3.4648572030733957,0,2.44991368657,1.43048866203,4.58741129321,0.01,0.01,0.01,0.0051170100689,0.00521840583852,0.00523586291014,9.74223327637,9.728515625,9.75087070465,93.591,93.4092,93.7082
aeio_62.jpg,65.02798581001183,1.6700680272108843,15129,807.766959799,3.682683783095846,12.5507467854,3.04366331465,1.76315845006,4.90736035894,0.01,0.01,0.01,0.0048735083338,0.0051344927549,0.00503421569467,9.70696258545,9.67258262634,9.71849727631,93.1224,92.6498,93.2797
aF4bCWmayi.jpg,112.09475509603115,1.8078291814946619,11845,1332.36656374,6.038796402389609,12.3162815317,2.95477565473,2.00340079119,4.88587874102,0.01,0.01,0.01,0.0049722667673,0.00535897957898,0.00564919077447,9.66656684875,9.72678279877,9.74141120911,92.5548,93.3757,93.5735
affair.jpg,88.09720640612507,1.9618320610687023,31949,915.59844909,3.985658239581425,12.5507467854,2.66727316444,2.11694062236,4.90539882253,0.01,0.01,0.01,0.00490378748933,0.00511252063669,0.0040764209279,9.69962310791,9.72902774811,9.67708778381,93.011,93.4081,92.7296
affection.jpg,116.14059790167762,2.587878787878788,25414,1026.54364011,4.541927801820629,12.5507467854,2.29463561273,1.74940009178,4.61385668203,0.01,0.01,0.01,0.0063049945783,0.00647452020199,0.00565508868304,9.78653335571,9.80629634857,9.75323677063,94.1764,94.4433,93.7359
affirmatively.jpg,105.90163934426229,1.4850574712643678,25720,1278.23036445,5.333340717542966,12.5507467854,2.26687059021,1.3526010285,5.19799996234,0.01,0.01,0.01,0.00525523312957,0.00560764038845,0.00580178031042,9.75036334991,9.79290294647,9.81218147278,93.6907,94.2638,94.522
Age.jpg,74.58739692558282,0.9814814814814815,17258,1308.20154578,4.718868543614574,12.5507467854,2.30490967101,4.92569235453,4.99257076686,0.01,0.01,0.01,0.0053349189395,0.00528820868981,0.00543128951796,9.81113529205,9.77010154724,9.79958820343,94.5089,93.9604,94.3559
